has_banner,has_location,has_extended_profile,has_url,followers,friends,num_posts,has_Duplicate,onlyHasUrl,has_retweet,contains_hashTag,label
0,1,0,0,17,523,43,0,0,1,11,0
0,1,0,0,20,537,61,0,0,2,11,0
0,1,0,0,20,518,53,0,0,2,12,0
0,1,0,0,16,529,46,0,0,1,5,0
0,1,0,0,21,534,42,0,0,3,5,0
0,1,0,0,25,513,45,0,0,1,3,0
0,1,0,0,15,543,52,0,0,3,8,0
0,1,0,0,20,572,63,0,0,1,5,0
0,1,0,0,25,508,51,0,0,3,6,0
0,1,0,0,28,540,52,0,0,1,5,0
0,1,0,0,25,527,56,0,0,1,5,0
0,1,0,0,19,566,53,0,0,3,8,0
0,1,0,0,19,556,64,0,0,3,6,0
0,1,0,0,22,527,39,0,0,2,5,0
0,1,0,0,20,524,58,0,0,2,6,0
0,1,0,0,27,536,48,0,0,3,8,0
0,1,0,0,18,513,56,0,0,1,7,0
0,1,0,0,23,529,45,0,0,1,9,0
0,1,0,0,11,554,56,0,1,2,13,0
0,1,0,0,15,546,39,0,0,3,3,0
0,1,0,0,22,544,53,0,0,2,10,0
0,1,0,0,22,575,63,0,0,1,7,0
0,1,0,0,19,495,52,0,0,3,7,0
0,1,0,0,20,548,40,0,0,0,6,0
0,1,0,0,22,595,39,0,0,1,4,0
0,1,0,0,22,623,57,0,0,1,8,0
0,1,0,0,15,540,60,0,1,1,10,0
0,1,0,0,23,520,47,0,0,3,4,0
0,1,0,0,37,726,61,0,0,6,7,0
0,1,0,0,23,528,57,0,0,3,9,0
0,1,0,0,24,507,56,0,0,0,8,0
0,1,0,0,15,512,42,0,0,1,8,0
0,1,0,0,22,547,51,0,0,1,6,0
0,1,0,0,18,503,47,0,0,4,5,0
0,1,0,0,22,468,40,0,0,0,2,0
0,1,0,0,17,520,61,0,0,2,8,0
0,1,0,0,23,603,64,0,0,2,11,0
0,1,0,0,24,706,58,0,0,0,8,0
0,1,0,0,23,512,54,0,0,3,8,0
0,1,0,0,18,538,41,0,0,4,6,0
0,1,0,0,13,504,53,0,0,1,9,0
0,1,0,0,17,506,46,0,0,1,8,0
0,1,0,0,16,559,48,0,0,1,6,0
0,1,0,0,31,583,52,0,0,2,6,0
0,1,0,0,21,557,44,0,0,3,11,0
0,1,0,0,26,648,57,0,0,1,4,0
0,1,0,0,23,549,62,0,0,2,12,0
0,1,0,0,20,515,45,0,0,2,2,0
0,1,0,0,20,518,51,0,0,2,8,0
0,1,0,0,21,551,58,0,0,2,6,0
0,1,0,0,26,501,44,0,0,1,8,0
0,1,0,0,15,498,55,0,0,1,9,0
0,1,0,0,20,511,40,0,0,1,6,0
0,1,0,0,25,593,44,0,0,0,12,0
0,1,0,0,28,506,49,0,0,2,10,0
0,1,0,0,18,535,51,0,1,2,8,0
0,1,0,0,27,616,67,0,0,4,14,0
0,1,0,0,19,547,44,0,0,1,6,0
0,1,0,0,26,532,42,0,0,1,4,0
0,1,0,0,15,565,52,0,0,1,11,0
0,1,0,0,25,526,55,0,0,1,7,0
0,1,0,0,33,651,43,0,0,3,5,0
0,1,0,0,18,508,52,0,0,1,6,0
0,1,0,0,16,561,62,0,0,2,11,0
0,1,0,0,16,445,37,0,0,0,9,0
0,1,0,0,13,547,50,0,0,2,6,0
0,1,0,0,35,519,44,0,0,6,8,0
0,1,0,0,19,404,44,0,0,0,9,0
0,1,0,0,24,483,56,0,0,0,9,0
0,1,0,0,19,427,48,0,0,0,10,0
0,1,0,0,14,432,39,0,0,1,8,0
0,1,0,0,31,628,44,0,0,4,4,0
0,1,0,0,18,627,69,0,0,1,9,0
0,1,0,0,28,625,60,0,0,1,13,0
0,1,0,0,22,581,49,0,0,2,6,0
0,1,0,0,19,617,65,0,0,2,11,0
0,1,0,0,15,593,67,0,0,7,13,0
0,1,0,0,0,0,52,0,1,2,6,0
0,1,0,0,28,615,59,0,0,1,7,0
0,1,0,0,22,624,64,0,0,2,8,0
0,1,0,0,27,773,54,0,0,2,4,0
0,1,0,0,26,619,65,0,0,2,8,0
0,1,0,0,21,782,63,0,0,5,12,0
0,1,0,0,17,650,65,0,0,1,17,0
0,1,0,0,23,838,65,0,0,3,13,0
0,1,0,0,16,573,52,0,0,3,4,0
0,1,0,0,23,666,71,0,1,2,10,0
0,1,0,0,23,603,70,0,0,3,11,0
0,1,0,0,23,738,60,0,0,2,10,0
0,1,0,0,20,730,62,0,0,2,10,0
0,1,0,0,20,593,58,0,0,1,5,0
0,1,0,0,15,601,64,1,0,2,11,0
0,1,0,0,18,614,56,0,1,4,9,0
0,1,0,0,26,1098,114,0,0,1,22,0
0,1,0,0,21,713,83,0,0,5,10,0
0,1,0,0,19,699,84,0,0,2,11,0
0,1,0,0,29,651,62,0,0,3,10,0
0,1,0,0,15,668,72,0,0,1,10,0
0,1,0,0,18,658,72,0,0,2,12,0
0,1,0,0,22,617,69,0,0,3,13,0
0,1,0,0,31,1152,153,0,0,5,26,0
0,1,0,0,22,672,51,0,0,1,6,0
0,1,0,0,15,573,43,0,0,3,5,0
0,1,0,0,26,639,58,0,0,1,14,0
0,1,0,0,23,621,64,0,0,3,10,0
0,1,0,0,23,584,51,0,0,2,8,0
0,1,0,0,27,962,115,0,0,6,22,0
0,1,0,0,28,708,64,0,0,2,7,0
0,1,0,0,32,1015,94,0,0,2,13,0
0,1,0,0,19,641,68,0,0,1,12,0
0,1,0,0,20,850,89,0,0,2,13,0
0,1,0,0,26,626,55,0,0,2,7,0
0,1,0,0,21,843,70,0,0,2,11,0
0,1,0,0,13,740,55,0,0,2,8,0
0,1,0,0,18,619,73,0,0,2,14,0
0,1,0,0,17,587,50,0,0,2,6,0
0,1,0,0,28,687,75,0,0,2,9,0
0,1,0,0,22,585,59,0,0,3,10,0
0,1,0,0,18,656,56,0,0,2,9,0
0,1,0,0,28,771,70,1,0,4,11,0
0,1,0,0,18,636,67,0,0,3,6,0
0,1,0,0,27,718,73,0,0,2,10,0
0,1,0,0,19,736,74,0,0,2,9,0
0,1,0,0,24,549,60,0,0,3,10,0
0,1,0,0,20,715,63,0,0,1,15,0
0,1,0,0,26,585,64,0,0,3,4,0
0,1,0,0,16,699,52,0,0,1,6,0
0,1,0,0,16,602,64,0,0,3,12,0
0,1,0,0,25,575,47,0,0,0,11,0
0,1,0,0,13,526,69,0,0,4,12,0
0,1,0,0,19,808,65,0,0,3,15,0
0,1,0,0,15,651,76,0,0,0,7,0
0,1,0,0,17,519,50,0,0,3,8,0
0,1,0,0,22,595,54,0,0,3,11,0
0,1,0,0,20,664,68,0,0,2,12,0
0,1,0,0,14,530,51,0,1,1,6,0
0,1,0,0,22,530,50,0,0,2,6,0
0,1,0,0,24,646,53,0,0,2,6,0
0,1,0,0,23,565,56,0,0,2,7,0
0,1,0,0,30,734,65,0,0,3,8,0
0,1,0,0,24,579,52,0,0,1,7,0
0,1,0,0,33,852,80,0,0,2,8,0
0,1,0,0,27,625,53,0,0,3,5,0
0,1,0,0,25,652,60,0,0,1,7,0
0,1,0,0,20,564,60,0,0,2,9,0
0,1,0,0,28,771,48,0,0,3,7,0
0,1,0,0,15,521,68,0,0,1,13,0
0,1,0,0,20,647,78,0,0,5,15,0
0,1,0,0,23,549,58,0,0,1,8,0
0,1,0,0,24,538,49,0,0,1,11,0
0,1,0,0,22,517,62,0,0,3,11,0
0,1,0,0,19,551,55,0,0,0,5,0
0,1,0,0,19,594,59,0,0,2,7,0
0,1,0,0,21,552,60,0,0,2,10,0
0,1,0,0,29,481,44,0,0,2,6,0
0,1,0,0,25,524,54,0,0,2,11,0
0,1,0,0,21,507,56,0,0,1,10,0
0,1,0,0,20,702,72,0,0,2,10,0
0,1,0,0,27,557,64,0,0,0,9,0
0,1,0,0,21,577,57,0,0,3,7,0
0,1,0,0,18,548,51,0,0,3,6,0
0,1,0,0,17,566,59,0,0,1,7,0
0,1,0,0,22,560,61,0,0,1,12,0
0,1,0,0,26,588,41,0,0,1,12,0
0,1,0,0,22,518,57,0,0,4,13,0
0,1,0,0,20,565,36,0,0,4,6,0
0,1,0,0,23,582,40,0,0,2,6,0
0,1,0,0,17,547,36,0,0,1,8,0
0,1,0,0,29,753,77,0,0,8,11,0
0,1,0,0,17,624,64,0,0,3,9,0
0,1,0,0,19,665,41,0,0,2,3,0
0,1,0,0,29,517,48,0,0,2,8,0
0,1,0,0,19,507,49,0,0,2,12,0
0,1,0,0,16,531,41,0,0,0,7,0
0,1,0,0,23,583,66,0,0,1,5,0
0,1,0,0,19,499,58,0,0,2,7,0
0,1,0,0,25,552,51,0,0,3,7,0
0,1,0,0,24,584,56,0,0,1,9,0
0,1,0,0,14,562,62,0,0,2,11,0
0,1,0,0,15,578,53,0,0,1,11,0
0,1,0,0,25,489,50,0,0,2,8,0
0,1,0,0,18,500,48,0,0,2,9,0
0,1,0,0,16,451,39,0,0,0,6,0
0,1,0,0,28,634,63,0,0,2,6,0
0,1,0,0,20,607,58,0,0,1,6,0
0,1,0,0,16,493,52,0,0,3,15,0
0,1,0,0,22,505,62,0,0,3,10,0
0,1,0,0,15,475,58,0,1,0,4,0
0,1,0,0,25,619,61,0,1,4,9,0
0,1,0,0,20,534,46,0,1,3,6,0
0,1,0,0,22,541,48,0,0,1,16,0
0,1,0,0,20,566,55,0,0,2,7,0
0,1,0,0,21,549,48,0,0,2,7,0
0,1,0,0,15,508,50,0,0,1,8,0
0,1,0,0,20,502,46,0,0,1,11,0
0,1,0,0,18,525,40,0,0,0,3,0
0,1,0,0,32,522,47,0,1,4,6,0
0,1,0,0,16,519,57,0,0,2,14,0
0,1,0,0,10,408,48,0,0,1,8,0
0,1,0,0,34,749,75,0,0,2,13,0
0,1,0,0,15,559,60,0,0,2,9,0
0,1,0,0,23,548,54,0,0,3,8,0
0,1,0,0,25,511,39,0,0,1,3,0
0,1,0,0,23,543,59,0,0,3,6,0
0,1,0,0,23,492,43,0,0,0,3,0
0,1,0,0,23,585,58,0,0,3,11,0
0,1,0,0,26,595,44,0,0,2,6,0
0,1,0,0,22,478,49,0,0,1,11,0
0,1,0,0,17,446,40,0,0,0,6,0
0,1,0,0,19,473,42,0,0,1,6,0
0,1,0,0,24,490,57,0,0,1,6,0
0,1,0,0,24,462,41,0,0,2,4,0
0,1,0,0,18,501,49,0,0,0,11,0
0,1,0,0,21,491,45,0,0,2,5,0
0,1,0,0,26,630,59,0,0,1,12,0
0,1,0,0,19,434,42,0,0,0,4,0
0,1,0,0,20,461,26,0,0,0,6,0
0,1,0,0,16,485,44,0,0,1,7,0
0,1,0,0,25,644,59,0,0,2,12,0
0,1,0,0,16,451,41,0,0,1,8,0
0,1,0,0,24,404,40,0,0,0,3,0
0,1,0,0,20,474,42,0,0,2,3,0
0,1,0,0,22,393,31,0,0,0,1,0
0,1,0,0,20,460,53,0,0,1,8,0
0,1,0,0,20,498,40,0,0,1,9,0
0,1,0,0,13,483,47,0,0,0,5,0
0,1,0,0,16,438,45,0,0,0,10,0
0,1,0,0,19,511,51,0,0,1,6,0
0,1,0,0,21,527,49,0,0,1,5,0
0,1,0,0,22,517,54,0,0,0,6,0
0,1,0,0,16,355,44,0,0,1,4,0
0,1,0,0,20,412,35,0,0,0,6,0
0,1,0,0,18,456,54,0,0,0,7,0
0,1,0,0,9,440,41,0,0,1,6,0
0,1,0,0,26,464,38,0,0,0,5,0
0,1,0,0,24,390,39,0,0,0,5,0
0,1,0,0,12,394,25,0,0,0,4,0
0,1,0,0,18,421,35,0,0,0,6,0
0,1,0,0,13,403,48,0,0,0,4,0
0,1,0,0,24,404,38,0,0,1,3,0
0,1,0,0,19,377,39,0,0,1,7,0
0,1,0,0,17,397,46,0,0,0,8,0
0,1,0,0,21,399,45,0,0,1,12,0
0,1,0,0,21,414,33,0,0,0,6,0
0,1,0,0,23,431,41,0,0,1,6,0
0,1,0,0,15,395,39,0,0,1,5,0
0,1,0,0,26,398,52,0,0,1,7,0
0,1,0,0,13,379,35,0,0,1,8,0
0,1,0,0,21,484,45,0,0,2,10,0
0,1,0,0,14,529,39,0,0,2,7,0
0,1,0,0,21,464,28,0,0,0,5,0
0,1,0,0,10,415,34,0,0,2,6,0
0,1,0,0,19,384,47,1,0,2,5,0
0,1,0,0,27,400,43,0,0,0,4,0
0,1,0,0,19,401,42,0,0,0,6,0
0,1,0,0,13,429,34,0,0,1,6,0
0,1,0,0,13,374,32,0,0,1,6,0
0,1,0,0,22,363,37,0,0,1,1,0
0,1,0,0,25,400,44,0,0,2,13,0
0,1,0,0,10,405,38,0,0,0,6,0
0,1,0,0,20,397,31,0,0,0,4,0
0,1,0,0,18,400,54,0,0,2,9,0
0,1,0,0,18,373,29,0,0,0,2,0
0,1,0,0,18,390,28,0,0,0,3,0
0,1,0,0,11,394,35,0,0,1,3,0
0,1,0,0,18,382,39,0,0,0,6,0
0,1,0,0,21,418,42,0,0,1,4,0
0,1,0,0,12,365,29,0,0,1,2,0
0,1,0,0,19,394,35,0,0,1,5,0
0,1,0,0,24,431,41,0,0,0,4,0
0,1,0,0,15,399,46,0,0,3,8,0
0,1,0,0,15,381,30,0,0,1,5,0
0,1,0,0,23,389,40,0,0,1,6,0
0,1,0,0,15,384,37,0,0,1,4,0
0,1,0,0,10,388,42,0,0,0,8,0
0,1,0,0,19,411,37,0,0,1,3,0
0,1,0,0,20,359,27,0,0,1,3,0
0,1,0,0,18,353,36,0,0,0,1,0
0,1,0,0,19,354,41,0,0,0,8,0
0,1,0,0,16,402,44,0,0,0,6,0
0,1,0,0,15,344,38,0,0,2,7,0
0,1,0,0,23,408,33,0,0,1,9,0
0,1,0,0,20,365,38,0,0,2,8,0
0,1,0,0,25,360,31,0,0,2,7,0
0,1,0,0,20,358,30,0,0,1,2,0
0,1,0,0,12,366,49,0,0,1,8,0
0,1,0,0,18,364,38,0,0,1,6,0
0,1,0,0,43,936,149,0,0,3,16,0
0,1,0,0,21,365,47,0,0,1,5,0
0,1,0,0,20,406,34,0,0,1,3,0
0,1,0,0,18,386,40,0,0,0,4,0
0,1,0,0,14,404,43,0,0,4,2,0
0,1,0,0,13,404,37,0,0,0,5,0
0,1,0,0,18,390,33,0,0,2,9,0
0,1,0,0,14,398,44,0,1,1,6,0
0,1,0,0,15,340,33,0,0,1,6,0
0,1,0,0,18,452,40,0,0,1,9,0
0,1,0,0,21,365,27,0,0,0,9,0
0,1,0,0,16,385,44,0,0,0,9,0
0,1,0,0,18,373,36,0,0,1,2,0
0,1,0,0,25,379,38,0,0,3,8,0
0,1,0,0,28,407,39,0,0,2,4,0
0,1,0,0,20,407,30,0,0,2,4,0
0,1,0,0,16,385,30,0,0,0,6,0
0,1,0,0,16,375,51,0,0,1,12,0
0,1,0,0,13,391,38,0,0,1,4,0
0,1,0,0,17,360,35,0,0,0,3,0
0,1,0,0,32,954,111,0,0,1,15,0
0,1,0,0,23,351,51,0,0,1,12,0
0,1,0,0,23,407,40,0,0,7,11,0
0,1,0,0,18,381,38,0,0,1,5,0
0,1,0,0,12,402,28,0,0,1,4,0
0,1,0,0,12,393,50,0,0,0,6,0
0,1,0,0,14,379,39,0,0,1,5,0
0,1,0,0,21,337,37,0,0,0,7,0
0,1,0,0,21,424,36,0,0,0,6,0
0,1,0,0,19,384,36,0,0,0,3,0
0,1,0,0,21,360,37,0,0,1,6,0
0,1,0,0,16,380,34,0,0,1,5,0
0,1,0,0,16,346,36,0,0,0,6,0
0,1,0,0,15,422,47,0,0,3,7,0
0,1,0,0,22,432,33,0,1,0,11,0
0,1,0,0,18,315,14,0,0,1,7,0
0,1,0,0,24,395,38,0,0,3,5,0
0,1,0,0,18,358,40,0,0,0,6,0
0,1,0,0,16,329,31,0,0,0,2,0
0,1,0,0,29,476,61,0,0,0,8,0
0,1,0,0,19,368,42,0,0,0,4,0
0,1,0,0,25,342,33,0,0,1,5,0
0,1,0,0,20,388,25,0,0,1,1,0
0,1,0,0,24,373,37,0,0,0,3,0
0,1,0,0,10,339,23,0,0,1,2,0
0,1,0,0,17,355,30,0,0,0,5,0
0,1,0,0,21,349,35,0,0,0,8,0
0,1,0,0,18,365,40,0,0,3,7,0
0,1,0,0,13,366,47,0,0,2,9,0
0,1,0,0,20,349,42,0,0,0,3,0
0,1,0,0,20,370,34,0,0,2,6,0
0,1,0,0,15,336,29,0,0,0,6,0
0,1,0,0,18,338,36,0,0,1,5,0
0,1,0,0,23,373,39,0,0,1,10,0
0,1,0,0,17,377,25,0,0,0,4,0
0,1,0,0,17,333,35,0,0,1,6,0
0,1,0,0,20,337,42,0,0,0,4,0
0,1,0,0,19,326,35,0,0,0,8,0
0,1,0,0,20,407,42,0,0,1,8,0
0,1,0,0,20,366,39,0,0,0,4,0
0,1,0,0,23,389,48,0,0,3,5,0
0,1,0,0,14,351,31,0,0,1,3,0
0,1,0,0,14,365,50,0,0,2,11,0
0,1,0,0,19,337,37,0,0,1,6,0
0,1,0,0,8,398,46,0,0,0,4,0
0,1,0,0,18,381,41,0,0,1,7,0
0,1,0,0,14,300,30,0,0,1,7,0
0,1,0,0,20,383,37,0,0,1,5,0
0,1,0,0,11,362,42,0,0,3,5,0
0,1,0,0,14,365,33,0,0,0,7,0
0,1,0,0,18,371,27,0,0,0,5,0
0,1,0,0,16,349,34,0,0,0,7,0
0,1,0,0,16,369,26,0,0,2,8,0
0,1,0,0,16,330,33,0,0,1,3,0
0,1,0,0,15,369,41,0,0,0,2,0
0,1,0,0,18,357,23,0,0,0,3,0
0,1,0,0,10,361,41,0,0,1,10,0
0,1,0,0,24,406,31,0,0,1,6,0
0,1,0,0,18,333,50,0,0,2,14,0
0,1,0,0,12,322,30,0,0,0,5,0
0,1,0,0,16,345,37,0,0,1,4,0
0,1,0,0,18,334,39,0,0,0,6,0
0,1,0,0,11,370,41,0,0,1,5,0
0,1,0,0,18,390,32,0,0,1,3,0
0,1,0,0,18,394,39,0,0,1,9,0
0,1,0,0,23,349,27,0,0,0,5,0
0,1,0,0,23,459,54,0,0,0,7,0
0,1,0,0,19,336,39,0,0,0,6,0
0,1,0,0,25,361,34,0,0,1,6,0
0,1,0,0,20,321,33,0,0,0,7,0
0,1,0,0,17,310,32,0,0,0,7,0
0,1,0,0,13,515,62,0,0,1,11,0
0,1,0,0,17,341,39,0,0,1,2,0
0,1,0,0,17,345,47,0,0,0,10,0
0,1,0,0,23,353,32,0,0,2,5,0
0,1,0,0,18,350,28,0,0,2,5,0
0,1,0,0,22,285,31,0,0,3,5,0
0,1,0,0,16,384,38,0,0,2,5,0
0,1,0,0,11,317,39,0,0,0,2,0
0,1,0,0,25,367,41,0,0,0,8,0
0,1,0,0,25,503,71,0,0,2,14,0
0,1,0,0,15,394,28,0,0,3,3,0
0,1,0,0,26,532,63,0,0,1,5,0
0,1,0,0,22,346,36,0,0,0,7,0
0,1,0,0,22,340,35,0,0,0,4,0
0,1,0,0,22,453,50,0,0,1,5,0
0,1,0,0,24,521,60,0,0,0,10,0
0,1,0,0,27,490,56,0,0,1,6,0
0,1,0,0,23,359,39,0,0,1,4,0
0,1,0,0,19,340,29,0,0,1,6,0
0,1,0,0,22,372,35,0,0,1,6,0
0,1,0,0,13,385,40,0,0,1,7,0
0,1,0,0,15,320,36,0,0,1,10,0
0,1,0,0,15,312,17,0,0,1,3,0
0,1,0,0,13,310,37,0,0,1,4,0
0,1,0,0,18,318,29,0,0,0,4,0
0,1,0,0,22,357,23,0,0,1,2,0
0,1,0,0,20,330,48,0,0,2,9,0
0,1,0,0,26,360,41,0,0,1,9,0
0,1,0,0,19,330,42,0,0,0,6,0
0,1,0,0,15,364,25,0,0,1,5,0
0,1,0,0,12,346,34,0,0,1,4,0
0,1,0,0,21,338,38,0,0,0,4,0
0,1,0,0,28,530,61,0,0,1,19,0
0,1,0,0,17,315,32,0,0,1,6,0
0,1,0,0,18,305,39,0,0,1,2,0
0,1,0,0,20,539,56,0,0,1,9,0
0,1,0,0,22,528,60,0,0,0,11,0
0,1,0,0,14,336,46,0,0,1,4,0
0,1,0,0,9,338,28,0,0,0,0,0
0,1,0,0,14,370,39,0,0,0,6,0
0,1,0,0,14,321,28,0,0,2,1,0
0,1,0,0,22,314,36,0,0,1,11,0
0,1,0,0,13,312,29,0,0,1,3,0
0,1,0,0,25,443,50,0,0,1,10,0
0,1,0,0,16,327,28,0,0,1,1,0
0,1,0,0,23,501,60,0,0,1,10,0
0,1,0,0,12,320,33,0,0,0,7,0
0,1,0,0,18,403,51,0,0,0,3,0
0,1,0,0,15,372,50,0,0,0,8,0
0,1,0,0,25,519,62,0,0,0,14,0
0,1,0,0,23,539,50,0,0,0,9,0
0,1,0,0,23,344,32,0,0,1,1,0
0,1,0,0,20,348,33,0,0,1,4,0
0,1,0,0,14,315,38,0,0,1,6,0
0,1,0,0,27,520,57,0,0,1,11,0
0,1,0,0,8,344,29,0,0,0,7,0
0,1,0,0,19,353,28,0,0,1,5,0
0,1,0,0,12,327,24,0,0,0,1,0
0,1,0,0,17,318,30,0,0,1,2,0
0,1,0,0,12,356,42,0,0,0,7,0
0,1,0,0,20,370,45,0,0,1,11,0
0,1,0,0,23,350,31,0,0,0,6,0
0,1,0,0,19,388,37,0,0,0,6,0
0,1,0,0,18,333,41,0,0,0,2,0
0,1,0,0,16,343,41,0,0,0,8,0
0,1,0,0,21,336,37,0,0,0,9,0
0,1,0,0,16,429,38,0,0,1,5,0
0,1,0,0,12,312,27,0,0,0,3,0
0,1,0,0,11,408,46,0,0,2,10,0
0,1,0,0,16,319,34,0,0,0,4,0
0,1,0,0,13,346,28,0,0,0,9,0
0,1,0,0,25,328,34,0,0,1,7,0
0,1,0,0,17,295,23,0,0,0,5,0
0,1,0,0,19,304,30,0,1,0,4,0
0,1,0,0,12,334,36,0,0,1,3,0
0,1,0,0,24,379,30,0,0,1,2,0
0,1,0,0,14,347,42,0,0,0,10,0
0,1,0,0,10,336,27,0,0,2,2,0
0,1,0,0,13,321,35,0,1,1,3,0
0,1,0,0,21,335,31,0,0,1,6,0
0,1,0,0,15,353,20,0,0,0,3,0
0,1,0,0,16,373,37,0,0,1,7,0
0,1,0,0,13,329,31,0,0,0,5,0
0,1,0,0,17,362,21,0,0,0,4,0
0,1,0,0,15,337,34,0,0,1,4,0
0,1,0,0,17,344,26,0,0,0,6,0
0,1,0,0,20,332,41,0,0,0,7,0
0,1,0,0,11,319,39,0,0,1,8,0
0,1,0,0,8,342,29,0,0,2,4,0
0,1,0,0,16,310,27,0,0,2,7,0
0,1,0,0,17,300,26,0,0,1,5,0
0,1,0,0,13,334,33,0,0,1,3,0
0,1,0,0,18,312,39,0,0,2,3,0
0,1,0,0,24,349,42,0,0,0,8,0
0,1,0,0,15,348,27,0,0,1,5,0
0,1,0,0,25,299,30,0,0,0,2,0
0,1,0,0,14,348,42,0,0,0,4,0
0,1,0,0,20,309,35,0,0,0,7,0
0,1,0,0,17,418,52,0,0,1,7,0
0,1,0,0,17,333,26,0,0,0,4,0
0,1,0,0,20,350,35,0,0,2,10,0
0,1,0,0,17,351,30,0,0,0,4,0
0,1,0,0,10,394,44,0,0,1,7,0
0,1,0,0,15,332,39,0,0,2,3,0
0,1,0,0,16,311,41,0,0,1,6,0
0,1,0,0,14,332,36,0,0,0,5,0
0,1,0,0,14,273,35,0,0,0,5,0
0,1,0,0,16,336,34,0,0,0,7,0
0,1,0,0,15,343,30,0,0,0,1,0
0,1,0,0,22,293,29,0,0,0,6,0
0,1,0,0,17,343,31,0,0,1,4,0
0,1,0,0,12,302,33,0,0,0,4,0
0,1,0,0,15,326,35,0,0,1,7,0
